Institucion,Organismo responsable,Expediente,Fecha,Tipo,Objeto,Procedimiento,Ambito_geografico,Materias_CPV,Observaciones,nif_licitador,valor_estimado_licitacion,nombre_poder_adjudicador,nif_adjudicador,nombre_adjudicatario,nif_adjudicatario,valor_oferta_adjudicada,verificacion_organismo,Enlace HTML
MINISTERIO DE HACIENDA,Delegación Especial de la Agencia Tributaria en Navarra,24B40092400.,08/01/2025,Contratación,mantenimiento de las instalaciones térmicas de los centros dependientes de la Delegación Especial de Navarra.,Abierto,Nacional,50700000 Servicios de reparación y mantenimiento,No disponible,No disponible,No disponible,Delegación Especial de la Agencia Tributaria en Navarra.,Q2826000H.,"INGEMAN, S.A.",A31180086.,"11.844,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-368
MINISTERIO DE HACIENDA,Delegación Especial de la Agencia Tributaria en Navarra,24B40094000.,08/01/2025,Contratación,Mantenimiento Sistemas de seguridad y extintores edificios de la AEAT enNavarra.,Abierto,Nacional,50600000 Servicios de reparación y mantenimiento,No disponible,No disponible,No disponible,Delegación Especial de la Agencia Tributaria en Navarra.,Q2826000H.,TECNICOS DE ALARMAS SA.,A50055094.,"7.100,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-369
MINISTERIO DEL INTERIOR,"Gerencia de la Entidad Estatal de Derecho Público Trabajo Penitenciario y Formación para el Empleo, M",2024/00036.,08/01/2025,Contratación,"Suministro de materias primas para la alimentación de los internos de los centros penitenciarios de Cuenca, Madrid III, Madrid VI y Madrid VII.",Abierto,"Comunidad de Madrid, Castilla-La Mancha","03000000 Productos de la agricultura, ganadería, pesca, silvicultura y productos afines",Lote 14.,No disponible,No disponible,"Gerencia de la Entidad Estatal de Derecho Público Trabajo Penitenciario y Formación para el Empleo, M.P.",Q2813006J.,CARLOS BERMEJO S.L.,B46315057.,"20.811,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-370
MINISTERIO DEL INTERIOR,División Económica y Técnica (Cuerpo Nacional de Policía),Z25IN002/V10.,08/01/2025,Licitación,"Contratación de consumibles pago por uso para 119 impresoras multifuncionales Xerox Versalink C405, años 2025 - 2028.",Abierto,Comunidad de Madrid,"30000000 Máquinas, equipo y artículos de oficina y de informática, excepto mobiliario y paquetes de software",No disponible,S2816015H.,"350.253,92 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-371
MINISTERIO DEL INTERIOR,División Económica y Técnica (Cuerpo Nacional de Policía),Z24PC012/M10.,08/01/2025,Contratación,Adquisición de reactivos y fungibles de la marca LIFE TECHNOLOGIES para laboratorios de Biología- ADN de la Comisaría General de Policía Científica.,Negociado sin publicidad,Comunidad de Madrid,"33600000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal",No disponible,No disponible,No disponible,División Económica y Técnica (Cuerpo Nacional de Policía).,S2816015H.,LIFE TECHNOLOGIES SA.,A28139434.,"4.801.785,88 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-372
MINISTERIO DEL INTERIOR,División Económica y Técnica (Cuerpo Nacional de Policía),Z24PC013/M10.,08/01/2025,Contratación,adquisición de material fungible específico de la marca QIAGEN para el Laboratorio de Biología-ADN de la Comisaría General de Policía Científica y sus Laboratorios Territoriales dependientes.,Abierto,Comunidad de Madrid,"38000000 Equipo de laboratorio, óptico y de precisión (excepto gafas)",No disponible,No disponible,No disponible,División Económica y Técnica (Cuerpo Nacional de Policía).,S2816015H.,Werfen España S.A.U.,A28114742.,"30.291,57 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-373
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,3.23/27507.0215.,08/01/2025,Contratación,"Servicios de asistencia técnica para el control y vigilancia en la ejecución de la obra de sustitución de traviesas RS por monobloque en 75,912 kms, en el distrito de Tardienta.",Abierto,Aragón,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",No disponible,No disponible,No disponible,ADIF - Presidencia.,Q2801660H.,SGS TECNOS SA.,A28345577.,"201.728,32 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-374
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,2.24/23108.0136.,08/01/2025,Contratación,Servicio de inspección en instalaciones de combustible de ADIF por OCA 2025-2029.,Abierto,Nacional,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",Varias adjudicaciones.,No disponible,No disponible,ADIF - Presidencia.,Q2801660H.,INGENIERIA DE GESTION INDUSTRIAL SL.,B13102009.,"19.165,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-375
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,3.24/27510.0095.,08/01/2025,Contratación,Suministro e instalacion de equipamiento para la red ip de explotación en Galicia.,Abierto,Galicia,"32000000 Equipos de radio, televisión, comunicaciones y telecomunicaciones y equipos conexos",No disponible,No disponible,No disponible,ADIF - Presidencia.,Q2801660H.,COMFICA SOLUCIONES INTEGRALES SA.,A80183916.,"540.950,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-376
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF Alta Velocidad - Consejo de Administración,3.24/20810.0048.,08/01/2025,Licitación,Realizacion de pruebas de infraestructura con material rodante de ancho estandar (1435) (4 lotes).,Abierto,Nacional,63000000 Servicios de transporte complementarios y auxiliares; servicios de agencias de viajes,Varios lotes. Se modifica plazo/apertura por anuncio publicado el 12 de marzo de 2025 (Ref. BOE-B-2025-8984 ). Se modifica plazo/apertura por anuncio publicado el 30 de enero de 2025 BOE-B-2025-3049.,Q2802152E.,"10.189.120,00 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-377
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF -Consejo de Administración,3.24/27510.0099.,08/01/2025,Contratación,"Acuerdo marco de suministro y transporte de carril con destino a las actuaciones para la adecuacion de las autopistas ferroviarias en los ambitos noreste y centro y ampliación de vias de apartado de Humanes de Mohernando, Jadraque,Arcos de Jalón y Sigüenza.",Abierto,Nacional,34000000 Equipos de transporte y productos auxiliares,Acuerdo marco.,No disponible,No disponible,ADIF -Consejo de Administración.,Q2801660H.,ARCELORMITTAL ESPAÑA SA.,A81046856.,"9.889.024,76 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-378
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Secretaría de Estado de Medio Ambiente,P04.C11.I4.P02.S09.A04.01.,08/01/2025,Licitación,"Cambio a tecnología LED de los sistemas de alumbrado de las presas y sus poblados de la zona de Córdoba e instalaciones eléctricas asociadas, en el marco del Plan de Recuperación, Transformación y Resiliencia (PRTR).",Abierto,Andalucía,45000000 Trabajos de construcción,Varios lotes.,S2801401G.,"4.851.113,09 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-380
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,"Dirección General de Biodiversidad, Bosques y Desertificación",24PFSV214.,08/01/2025,Licitación,"Servicio con medios aéreos de apoyo a las Comunidades Autónomas en la extinción de incendios forestales. Años 2025, 2026 y 2027.",Abierto,Nacional,60000000 Servicios de transporte (excluido el transporte de residuos),Se corrigen errores por anuncio publicado el 20 de enero de 2025 (Ref. BOE-B-2025-1667 ). Varios lotes.,S2801401G.,"187.685.854,06 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-381
"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",Instituto Nacional de Estadística INE,2024N0059015.,08/01/2025,Contratación,Recogida de la Encuesta de Condiciones de Vida en 2025.,Abierto,Comunidad de Madrid,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",No disponible,No disponible,No disponible,Instituto Nacional de Estadística INE.,Q2826039F.,"INVESTIGACION, PLANIFICACION Y DESARROLLO, S.A.",A28364263.,"714.904,08 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-382
MINISTERIO DE SANIDAD,Gerencia de Atención Sanitaria del Instituto Nacional de Gestión Sanitaria en Ceuta,PNSP/2024/013/GCE.,08/01/2025,Contratación,Suministro de medicamentos .,Negociado sin publicidad,Ciudad de Ceuta,"33600000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal",No disponible,No disponible,No disponible,Gerencia de Atención Sanitaria del Instituto Nacional de Gestión Sanitaria en Ceuta.,S5100013A.,Janssen Cilag S.A.,A28925899.,"1.166.618,88 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-383
"MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030",Subdirección General de la Oficina Presupuestaria y Gestión Económica,242950PSS001.,08/01/2025,Contratación,"Servicio de asistencia técnica para llevar a cabo un estudio cualitativo de discurso en la opinión pública sobre el cambio de modelo de cuidados de larga duración del Sistema para la Autonomía y Atención a la Dependencia (SAAD): un proceso de desinstitucionalización. plan de recuperación, transformación y resiliencia-financiado por la unión europea-Next Generation UE.",Abierto,Comunidad de Madrid,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",No disponible,No disponible,No disponible,Subdirección General de la Oficina Presupuestaria y Gestión Económica.,S2801445D.,Andaira Sociedad Cooperativa Madrileña.,F84492800.,"15.505,81 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-384
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",Consorcio IFMIF-DONES España,esDONES/2024/0001.,08/01/2025,Contratación,"Suministro de licencias de software y servicios de diseño, implementación, configuración y actualización de un sistema de gestión de ciclo de vida de producto (PLM) en el proyecto IFMIF-DONES.",Abierto,Andalucía,"48000000 Paquetes de software y sistemas de información 72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",No disponible,No disponible,No disponible,Consorcio IFMIF-DONES España.,Q1800796C.,"T-Systems ITC Iberia, S.A.U.",A81608077.,"2.017.174,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-385
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",Dirección del Instituto de Salud Carlos III,GG0039/2024.,08/01/2025,Contratación,Servicio de asistencia y consultoría especializada para la externalización del cargo de Delegado de Protección de Datos en el ISCIII.,Abierto,Comunidad de Madrid,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,No disponible,No disponible,Dirección del Instituto de Salud Carlos III.,Q2827015E.,Ciberlegal Consulting SL.,B88012190.,"84.960,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-386
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",32953/24.,08/01/2025,Contratación,Suministro periódico de CO2 licuado y arrendamiento de un tanque de 6.000 litros para el Centro de Investigaciones Interdisciplinares de Alcalá (CI2A‐CSIC).,Abierto,Comunidad de Madrid,24000000 Productos químicos,No disponible,No disponible,No disponible,"Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P.",Q2818002D.,S.E. CARBUROS METÁLICOS S.A.,A08015646.,"9.160,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-387
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección provincial de Cuenca,2024/160022.,08/01/2025,Contratación,Servicio de organización y gestión del archivo-almacén de la Dirección Provincial de Cuenca.,Abierto,Castilla-La Mancha,"63000000 Servicios de transporte complementarios y auxiliares; servicios de agencias de viajes 79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,No disponible,No disponible,TGSS-Dirección provincial de Cuenca.,Q1619003E.,"NUNSYS, S.A.",A97929566.,"26.353,33 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-388
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",INSS-Dirección Provincial de Málaga,29 PR 1/24 VC 328/2023.,08/01/2025,Contratación,"Prórroga del ejercicio 2025 por interposición de recurso especial (Del 1/1/25 AL 30/9/25 o hasta el último día del mes en que se realice la formalización del nuevo contrato con Nº Expte 29/VC 258/2024), cuyo objeto son los Servicios de Vigilancia y Seguridad tanto en el edificio sede de la Dirección Provincial del INSS de Málaga como en sus centros dependientes.",No disponible,Andalucía,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,No disponible,No disponible,INSS-Dirección Provincial de Málaga.,Q2919002B.,"UTE “INNOVATE SECURITY CONCEPT SLU Y BUSINESS SECURITY & SISTEMS S.L.U UTE LEY 18/1982” abreviadamente UTE ISC-BSS, INSS MALAGA, con CIF U56479553,.",U56479553.,"284.837,13 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-389
MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,Dirección General de la Entidad Pública Empresarial RED,004/24-DG.,08/01/2025,Contratación,"Servicio de elaboración, análisis, y publicación de los informes anuales 2023 y 2024.",Abierto,Comunidad de Madrid,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo 79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,No disponible,No disponible,Dirección General de la Entidad Pública Empresarial RED.ES.,Q2891006E.,INGENIERÍA INSULAR S.L.,B56443385.,"37.990,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-390
COMISIÓN NACIONAL DE LOS MERCADOS Y LA COMPETENCIA,Secretaría General de la Comisión Nacional de los Mercados y la Competencia,240210.,08/01/2025,Contratación,Servicio de gestión de residuos para la sede de Madrid de la CNMC.,Abierto,Comunidad de Madrid,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente",No disponible,No disponible,No disponible,Secretaría General de la Comisión Nacional de los Mercados y la Competencia.,Q2802141H.,HIJOS DE DEMETRIO FERNÁNDEZ SA.,A28484210.,"28.948,25 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-391
CORTES GENERALES,Mesa del Congreso de los Diputados,CON-2024/9900775.0.,09/01/2025,Contratación,"Servicios de traducción, interpretación y transcripción de lenguas cooficiales, así como el subtitulado en directo en el Congreso de los Diputados.",Abierto,Comunidad de Madrid,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,No disponible,No disponible,Mesa del Congreso de los Diputados.,S2804002J.,RED BEE MEDIA S.L.U.,B87834552.,"555.984,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-417
MINISTERIO DE DEFENSA,Dirección General del INTA,582024011000.,09/01/2025,Contratación,Actividades de ingenieria para procesos de certificación de aeronavegabilidad.,Restringido,Comunidad de Madrid,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",No disponible,No disponible,No disponible,Dirección General del INTA.,Q2822003F.,"AKKODIS TECHNOLOGIES SPAIN, S.L.",B84430420.,"950.000,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-418
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00000852E.,09/01/2025,Contratación,Adquisición de prendas específicas de identificación ONU y OTAN.,Abierto,Comunidad de Madrid,"18000000 Prendas de vestir, calzado, artículos de viaje y accesorios 39000000 Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza",Varias adjudicaciones. Acuerdo marco.,No disponible,No disponible,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico.,S2800811H.,"GUARNICIONERIA ROAL, S.A.",A78608940.,"48.000,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-419
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00001453E.,09/01/2025,Contratación,Mantenimiento de grupos electrógenos de baja y media potencia hasta 230KVAS.,Abierto,Comunidad de Madrid,50500000 Servicios de reparación y mantenimiento,No disponible,No disponible,No disponible,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico.,S2800811H.,GRUMADI S.A.,A78207693.,"165.289,26 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-420
